Time,ItemName,ItemID,COUNT
06:00-10:00,מילקי טופ,5839313,1
06:00-10:00,דנונה בזוקה,115676020,1
06:00-10:00,נרות מס 4,2128403,1
06:00-10:00,מעדן תמרים,4253233,5
06:00-10:00,פיניש קוונאנטום 30,4640018993350,3
06:00-10:00,אורז פרסי 1 קג,211442,11
06:00-10:00,טופו,110322014,2
06:00-10:00,לקט נורמנדי,104911,2
06:00-10:00,ארטישוק ירושלמי,103488,2
06:00-10:00,גרנולה,12839016,4
06:00-10:00,פרוסות מוצרלה,17065007,2
06:00-10:00,רוטב שמנת פטריות,10778218,2
06:00-10:00,פילה דג סלומון,14973060,2
06:00-10:00,יין לבן,521015,2
06:00-10:00,גבינה %9,47942,4
06:00-10:00,גבינה לבנה %9 שומן,48192,8
06:00-10:00,פרכיות כוסמת,6058000519,1
06:00-10:00,צלחת,18508749,2
06:00-10:00,ספגטי 500גר 7,8076808150072,2
06:00-10:00,כוסות,2128854,1
06:00-10:00,כוס יהלום,6073240204,3
06:00-10:00,רוטב פומודורו,8076809513395,3
06:00-10:00,סירופ מייפל,16667059,1
06:00-10:00,מארז לחמניות,12981241,16
06:00-10:00,מרקיה,18508879,3
06:00-10:00,איטריות,60163,3
06:00-10:00,קינואה,100700273,4
06:00-10:00,אריאל לכביסה,8001090833167,1
06:00-10:00,מילקי קצפת *2,72940952,4
06:00-10:00,מחית תפוח ללא סוכר,55369902564,1
06:00-10:00,חלב דל לקטוז יטבתה,107933315,5
06:00-10:00,פינוק שמפו,112492456,2
06:00-10:00,פוליויקס פרקט,13268839,3
06:00-10:00,חלב בקרטון,42442,12
06:00-10:00,מקרוני גבינה,12901355,4
06:00-10:00,גבינת גלעד,14759978,3
06:00-10:00,שקדי מרק 100 גר,63133,9
06:00-10:00,איטריות רחבות,60965,1
06:00-10:00,מגשיות,12969218,1
06:00-10:00,הגנה,15366670,1
06:00-10:00,שמנת קטנה,4125509,6
06:00-10:00,אדום יבש סגל,521008,4
06:00-10:00,פסטה,107871990,2
06:00-10:00,יוגורט דנונה,2824466,2
06:00-10:00,סוכר חום דמררה,3643646,2
06:00-10:00,סוכר 1 קג,211503,6
06:00-10:00,כרעיים עוף,632407,1
06:00-10:00,דבש טהור לחיץ 400 גר,5591761,1
06:00-10:00,מארז מברשות שיניים,8714789177229,1
06:00-10:00,צירוס במתיקות מעוד,7613038268262,1
06:00-10:00,אויאן 750,3068320014067,1
06:00-10:00,אריאל טבליות,8001090721099,4
06:00-10:00,מילוי כחול 1.25 קג,245508,1
06:00-10:00,בןלגרית מעודנת,11499327,4
06:00-10:00,משקה בלונדי,112342553,1
06:00-10:00,חלב בקרטון 1 ליטר,474076,2
06:00-10:00,סבון פמלי,17872056,1
06:00-10:00,קוטג ביו %5,2868996,1
06:00-10:00,שמרים יבשים,3107247,4
06:00-10:00,פלמוליב אפרסק,8693495052191,1
06:00-10:00,ביצי חופש,5271755,13
06:00-10:00,לילי,190853,4
06:00-10:00,משקה סויה ללא סוכר,110324926,16
06:00-10:00,טסטר ציויס 200 גרם,72753,9
06:00-10:00,תה שקיות ירוק 1.5 גר,345284,1
06:00-10:00,מלח ים 200 גרם,523125,2
06:00-10:00,עלי דפנה,11091231,1
06:00-10:00,קינמון,11091491,1
06:00-10:00,סובין שבולת שועל,11473464,1
06:00-10:00,מעדן גו דיאט,110323585,2
06:00-10:00,גו בטעם וניל,110329143,1
06:00-10:00,גו בטעם שוקולד,110329136,1
06:00-10:00,מעדן סויה ג,110325312,2
06:00-10:00,מלברו טבק,115190632,2
06:00-10:00,נביעות טעמים ענבים,110114800,2
06:00-10:00,פיתות מיני,10777297,9
06:00-10:00,שוקולית,106668133,1
06:00-10:00,זיתים חרוזית צנצנת,2317678,3
06:00-10:00,נפוליאון טבעי,4129101,3
06:00-10:00,קפה,2771128,1
06:00-10:00,משקה שיבולת שועל,5411188135005,1
06:00-10:00,משקה שקדים ואורז,8000215204240,5
06:00-10:00,טאטס,3501275590465,1
06:00-10:00,קפה טורקי,106650930,9
06:00-10:00,טונה בשמן זית,8004030044005,5
06:00-10:00,פתי בר,74184,7
06:00-10:00,תמצית וניל,818570007066,1
06:00-10:00,ממרח נוטלה גדול,80051428,1
06:00-10:00,טחינה הר ברכה,11723200,2
06:00-10:00,שמנת עמידה לקצפת,43814,13
06:00-10:00,נקובס קפה,8714599513781,1
06:00-10:00,לחמניה רגילה,31,15
06:00-10:00,משקה שיבולת שועל,5411188134985,1
06:00-10:00,כריות נוגט,112495006,6
06:00-10:00,קמח כוסמין,11473389,1
06:00-10:00,רדיד אלומיניום,2259657,1
06:00-10:00,מלפפון במלח,113192508,2
06:00-10:00,שוקולד מריר 100,170077,4
06:00-10:00,סיגריות וינסטון,42138105,9
06:00-10:00,חטיף חלבון,788434106757,3
06:00-10:00,קוואקר ללא גלוטן,107943369,1
06:00-10:00,תה ירוק,17513867,1
06:00-10:00,בולגרית מעודנת,17065236,3
06:00-10:00,לחם מקמח שיפון,4685225,3
06:00-10:00,יוגורט דנונה שוקולד,408354,5
06:00-10:00,און טופ גרנולה,110326241,1
06:00-10:00,אטרות שעועית,11996819,1
06:00-10:00,ארנבונים,6653857,2
06:00-10:00,תפוציפס 55,8745239,1
06:00-10:00,סוכריה על מקל,2022923,1
06:00-10:00,עוגת שמרים אישית,17275147,1
06:00-10:00,חטיף ללא גלוטן,8423207208260,1
06:00-10:00,פיתות מיני,3222094,11
06:00-10:00,קינדר בואנו,80052760,4
06:00-10:00,מגשית,197876,1
06:00-10:00,תבנית אפיה,107280075,1
06:00-10:00,אורז הימשלי טילדה,5011157630281,5
06:00-10:00,פתיתי עמק,110320850,3
06:00-10:00,גבינה צהובה נעם,102397204,8
06:00-10:00,שמנת להקצפה %32,4125738,7
06:00-10:00,חטיפי דגנים,8423207207362,3
06:00-10:00,רוטב טריאקי 300 מל,11996888,1
06:00-10:00,ניקול סופר מגבת,189192,1
06:00-10:00,רב מגבת,295541,1
06:00-10:00,ביצים אורגניות,5271465,5
06:00-10:00,פיתות כוסמין,1598603,8
06:00-10:00,מלח עדין,523804,3
06:00-10:00,מלח גס,523811,1
06:00-10:00,אקטיבייה קרמי,107940467,1
06:00-10:00,נוזל לניקוי אסלה,10838424,1
06:00-10:00,גבינת שמנת,11499419,3
06:00-10:00,קלינקס פרימיום לבן,5029053002408,7
06:00-10:00,סולת חיטה,2211044,1
06:00-10:00,אורז בסמטי 1 קג,3643004,7
06:00-10:00,מולר אפרסק פסיפלורה,102390465,4
06:00-10:00,חטיפי בריאות,8423207206495,1
06:00-10:00,שמנת לבישול %15,4125721,4
06:00-10:00,קורנפלקסהאני נאט,5900020026552,1
06:00-10:00,רסק עגבניות,80042563,2
06:00-10:00,יופלה תות,40042,9
06:00-10:00,אגוז מוסקט טחון,14309012,1
06:00-10:00,בדין וורוד 4ליטר,339566,1
06:00-10:00,יוגורט אקטיביה,112341679,1
06:00-10:00,בורגול,100700587,3
06:00-10:00,מארז חטיפי שוגי,107646147,2
06:00-10:00,פרסיל גל,16509786,4
06:00-10:00,כוס נייר,15968201,1
06:00-10:00,שבולת שועל להקצפה ב,7394376616778,2
06:00-10:00,סנו רב מגבת,294575,2
06:00-10:00,נשר מאלט,10237623,1
06:00-10:00,איטריות בינוניות,60958,2
06:00-10:00,בצק עלים,238029,6
06:00-10:00,קוטג,14758681,1
06:00-10:00,גבינת סקי 3 אחוז,6664310,3
06:00-10:00,חלב,102398072,1
06:00-10:00,קמח תופח 1 קג,63157,5
06:00-10:00,פיניש קוואנטום,4640018993404,1
06:00-10:00,בייגל מו שמניות,76126,4
06:00-10:00,פריי,8001090184412,1
06:00-10:00,ביצים אורגניות,5271458,13
06:00-10:00,שעועית לבנה,104799,1
06:00-10:00,חמאתבוטנים,37600110723,1
06:00-10:00,עגבניות מקולפות,8005110170300,3
06:00-10:00,מאסט ירוק עדין,8754415,6
06:00-10:00,אפרופו מארז,100681138,2
06:00-10:00,פסטה פתיתים,8076802085738,2
06:00-10:00,צהובה 9 %,102394845,3
06:00-10:00,מדן פרו,110557102,10
06:00-10:00,בייגלה שטוחים,71008,3
06:00-10:00,מארז שוקולד מריר,178134,2
06:00-10:00,אצבעות קינדר,8000500071083,3
06:00-10:00,שמנת %9,4125370,5
06:00-10:00,צפתית מעודנת,554532,1
06:00-10:00,שישית מי עדן 0.5,688381,7
06:00-10:00,מים 750,688503,2
06:00-10:00,גבינה בולגרית,110320591,1
06:00-10:00,נייר טואלט פסטל,187938,2
06:00-10:00,מסאלה צ`אי 25 שקיקים,6251107,4
06:00-10:00,ג`ל לכביסה,13848758,2
06:00-10:00,תה קינמון 25 שקיקים,346120,1
06:00-10:00,בולגרית %16,4120573,2
06:00-10:00,מקרוני עם גבינה,7271730901261,3
06:00-10:00,קמח חיטה בהירה,2211013,8
06:00-10:00,שועחית,5000157026071,1
06:00-10:00,צילי חריף יכין,208220,2
06:00-10:00,שעועית לבנה,11182700916,1
06:00-10:00,גרעיני תירס מתוק,208329,8
06:00-10:00,תירס ואקום יכין,208312,1
06:00-10:00,קרמבו מוקה,6681560,2
06:00-10:00,קוקילידה וניל,58580,4
06:00-10:00,פסטרמה,2371533,4
06:00-10:00,סוכריות חמוצות,3501271113019,1
06:00-10:00,פילדלפיה לייט,7622201798154,4
06:00-10:00,גבינה סקי %5 250 גרם,2824640,14
06:00-10:00,פסטה ספגטי מס8,60880,4
06:00-10:00,חומוס זהב 500,1548998,1
06:00-10:00,עמק 400,4125776,6
06:00-10:00,גבינת מוצרלה+,110320935,1
06:00-10:00,חלבון,749826126517,3
06:00-10:00,חלב בקבוק יטבטה 3,107932080,12
06:00-10:00,כוס נייר,6073239239,2
06:00-10:00,50 כוסות,2128328,3
06:00-10:00,כוס פלסטיק,108275407,2
06:00-10:00,קפסולות למכונת קפה,105360250,3
06:00-10:00,וופל קוואדר,8000380004911,2
06:00-10:00,ביסקויט קרמל 312 ג,5410126106183,1
06:00-10:00,מסטיק מנטוס,80913467,2
06:00-10:00,מנטוס פירות,2752332,3
06:00-10:00,סיני מיני ציורוס,7613287476678,1
06:00-10:00,דניאלה תות,8693134,10
06:00-10:00,דנונה 20 פורו,115678215,3
06:00-10:00,טחינה גולמית,16246445,2
06:00-10:00,טחינה,1407936,1
06:00-10:00,גבינת טל העמק,110323301,3
06:00-10:00,בקבוק שתיה קלה,101,13
06:00-10:00,ביסקויט בשוקולד חל,181103,4
06:00-10:00,בצק עלים חמאה,6272430,3
06:00-10:00,גבינה %5,47621,4
06:00-10:00,יוגורט יווני עם שוקו,108505191,2
06:00-10:00,יוגורט עזים,110329273,2
06:00-10:00,קמח תופח,63102,2
06:00-10:00,גבינה %5,48185,2
06:00-10:00,ביצה קינדר שלישיה,8000500026731,2
06:00-10:00,מסטיק מנטוס,80773443,1
06:00-10:00,שקיות אשפה,4007519050720,2
06:00-10:00,פרש,16621365,1
06:00-10:00,מארז מגבוני האגיס,195537,3
06:00-10:00,חלב שקדים,14760141,1
06:00-10:00,מנטוס,80864295,1
06:00-10:00,לחם שחור פרוס,2037163,20
06:00-10:00,גפרורים ארוכים,12191992,5
06:00-10:00,גפרןרים,12191985,1
06:00-10:00,ביגלה גדול,461700,1
06:00-10:00,מלח ים 500 גרם,523224,5
06:00-10:00,קאונומיקה גבל,288079,1
06:00-10:00,פלמוליב לימון,1305188,2
06:00-10:00,שוקולד חללב,8690766156367,3
06:00-10:00,סנובון נוזלי,287492,1
06:00-10:00,קוטג בקטנה,110321284,3
06:00-10:00,שמנת חמוצה %15 שומן.,41858,5
06:00-10:00,שמנת,107943192,1
06:00-10:00,שמנת של פעם,72963753,5
06:00-10:00,שועית ברוטב,17105079,3
06:00-10:00,חטיפי קבנוס,13906489,2
06:00-10:00,טונה במים,2551010,10
06:00-10:00,סאן פלגרינו,8002270015656,1
06:00-10:00,פתי בר,2986294,1
06:00-10:00,תבניות אפיה,189482,1
06:00-10:00,מיונז הלמנס 433 גרם,120836,3
06:00-10:00,פסטה שחורה,8009167091205,1
06:00-10:00,מילקי מיני,72941041,6
06:00-10:00,נוטלה,80177173,5
06:00-10:00,לורפק ללא מלח,8175173,1
06:00-10:00,פיוזטי זירו,110115623,2
06:00-10:00,קבנוס,150956,1
06:00-10:00,לחם כוסמין,13185914,10
06:00-10:00,אקטימל,6664655,1
06:00-10:00,משקה שיבולת שועל,110327514,2
06:00-10:00,גו בטעם קוקוס,110327408,6
06:00-10:00,בייגלה אמריקאי,14511019,4
06:00-10:00,טל העמק לייט,4126674,4
06:00-10:00,מיני מגנום,8690637989612,1
06:00-10:00,פרוטה בננה תמר,18131930,1
06:00-10:00,גבינת עיזים %5 גד,6492852,2
06:00-10:00,פירורית פנקו,111568350,2
06:00-10:00,כריות לכלים,103700386,1
06:00-10:00,כפפות,12931710,1
06:00-10:00,גבינת שמנת,5711953113277,1
06:00-10:00,גבינת שמנת,5711953106583,1
06:00-10:00,מילקי עוגיה,112348708,3
06:00-10:00,סוכריות טופי,3501271140039,1
06:00-10:00,עוגיות אוראו,7622300489434,1
06:00-10:00,אוראו מצופה,7622300491161,1
06:00-10:00,אוראו,7622201808631,2
06:00-10:00,חטיף ציטוס,106663183,8
06:00-10:00,במבה מתוקה,66295,4
06:00-10:00,מסיבת נרות,8006545100948,1
06:00-10:00,עוגת שוקולד,104722219,1
06:00-10:00,בורגר,4000512008903,4
06:00-10:00,לקריץ רולר,8850632601104,2
06:00-10:00,ופל שחור לבן,8749343,1
06:00-10:00,ביצי אומגה,5271656,1
06:00-10:00,חזה אווז מעושן,3072842,1
06:00-10:00,תינוקלין,8435495807605,2
06:00-10:00,תינוקלין,8435495807636,2
06:00-10:00,קוסקוס דק,6653819,4
06:00-10:00,גבינה צהובה גלבוע,46327,3
06:00-10:00,גביניות,3073780828628,2
06:00-10:00,יוגורט מתיקות,110564919,4
06:00-10:00,נקניק סלמי,364278,7
06:00-10:00,ציטוס בטם גבינה,112343499,1
06:00-10:00,כוסות,6073230410,3
06:00-10:00,דבש טהור,17453811,1
06:00-10:00,הפסקת אוכל,51307,3
06:00-10:00,קליק,112494238,2
06:00-10:00,גלידונית פרווה,8806985,1
06:00-10:00,פאי אגוזים,115252552,2
06:00-10:00,ביו %1.5,4584528,2
06:00-10:00,צילי מכסיקני,11091958,1
06:00-10:00,דנונה פרו,106726178,11
06:00-10:00,פרו פלוס,112358127,1
06:00-10:00,קטשופ,8715700419732,2
06:00-10:00,רוטב צילי,11996109,3
06:00-10:00,מיני קרוטונים,62952,2
06:00-10:00,מיני קרוטונים,65090,2
06:00-10:00,פתיתי פרמזן,4122119,2
06:00-10:00,קיסם לשיניים,6168705113,2
06:00-10:00,קיסמי שיניים,4199203,2
06:00-10:00,אורז מעורב,11473730,2
06:00-10:00,פלפל גרוס,14308626,2
06:00-10:00,פלפל שחור,11091507,2
06:00-10:00,שעועית עדינה שלמה,104836,2
06:00-10:00,אטריות להקפצה,111935992,2
06:00-10:00,מרק אפונה,112493316,2
06:00-10:00,שמן סויה צילי,89041081056,1
06:00-10:00,פפריקה,11091606,2
06:00-10:00,חרדל דיזון,8462204,3
06:00-10:00,מרק פטריות,112492982,1
06:00-10:00,מרק עוף קנור,112619,3
06:00-10:00,תה חליטה לואיזה,14002203,2
06:00-10:00,שמן שומשום,12911804,2
06:00-10:00,תרסיס שמן,2692782,2
06:00-10:00,רוטב דגים,21723758887,1
06:00-10:00,תבלין לקציצות,8423045,1
06:00-10:00,תה ירוק,6251374,1
06:00-10:00,שוקו 1 ליטר,3029181,5
06:00-10:00,נרות חימום,6073285410,1
06:00-10:00,מרסס אוקסיזן,5430602,1
06:00-10:00,מסכות,6973350163388,3
06:00-10:00,הפי לכלים,14905689,2
06:00-10:00,ספגטי בוקטיני,8076800315097,3
06:00-10:00,פלפל שחור,80273561,1
06:00-10:00,מלח ים,80273639,1
06:00-10:00,גבינת שמנת,7622201139278,6
06:00-10:00,חרדל אמיתי לחיץ 255,3450602,5
06:00-10:00,סודה,19056119,3
06:00-10:00,שלישיה חיטוי,13848345,2
06:00-10:00,חטיף שיבולת שועל,115675580,2
06:00-10:00,שמנת חמוצה %15,72963746,4
06:00-10:00,קטשופ,8715700423906,3
06:00-10:00,שמן חמניות בריאותי,144467,1
06:00-10:00,סלט טחינה,1548752,2
06:00-10:00,מעדן גו,110321703,1
06:00-10:00,מעדן גו,110321680,1
06:00-10:00,יופלה יער בשמנת,4130916,1
06:00-10:00,יוגורט גו,110324353,1
06:00-10:00,יופלה אננס,4119225,1
06:00-10:00,קפה לאטה,4710068001692,1
06:00-10:00,שמנת תנובה %15 מהדרי,4125455,1
06:00-10:00,טחינה אל ארז,1216040,1
06:00-10:00,סופר ג"ל קרם,289496,1
06:00-10:00,פורו,112355027,4
06:00-10:00,ציר עוף,315126,2
06:00-10:00,משקה חלב,112343420,5
06:00-10:00,נביעות בטעמים,110114817,2
06:00-10:00,משקה וניל,110568276,1
06:00-10:00,תבלין בהרט,11091392,1
06:00-10:00,סנו גט חומץ,108351552,2
06:00-10:00,נביעות בטעמים,110114794,4
06:00-10:00,מלברו לייט,115190090,4
06:00-10:00,גבינה צהובה 15%,52311,10
06:00-10:00,סוכר צנצנת סוגת,3643387,2
06:00-10:00,רוטב טריאקי,93133737325,3
06:00-10:00,ביצי קינדר,80768258,1
06:00-10:00,משקה יוגורט,55329,2
06:00-10:00,קרם ניקוי,8690637866685,1
06:00-10:00,תערובת לעוגה,18000701223,2
06:00-10:00,שוקולד מטריה,8413907638900,1
06:00-10:00,מיכל גז,2793311,1
06:00-10:00,מקלות כוסמין,115252460,1
06:00-10:00,בייגלה,112495594,1
06:00-10:00,יוגורט תות בננה,105965738,6
06:00-10:00,פרינגלס,77975094761,1
06:00-10:00,סוכריות,4895060596374,1
06:00-10:00,פיראוס צפתית %5,48437,1
06:00-10:00,גבינת גלבוע,110324872,1
06:00-10:00,קונפיטורה פירות,7614200104135,1
06:00-10:00,סקי 750 גרם,6664402,2
06:00-10:00,גבינה,4129545,2
06:00-10:00,שקדים ללא סוכר,110325626,2
06:00-10:00,משקה פרו,107954976,1
06:00-10:00,משקה ספורטאים,8001160001892,1
06:00-10:00,מעדן דלפור 4 פירות,5014271350424,1
06:00-10:00,קלינקס לושן,36000516890,3
06:00-10:00,חמאה מלוחה,3161911366429,1
06:00-10:00,מסיר עובש,4004666042004,1
06:00-10:00,קליק,112494283,3
06:00-10:00,גבינה טרה %5,474502,2
06:00-10:00,פיטנס עוגיות,106571907,2
06:00-10:00,עוגיות אוזניים,4840008019521,2
06:00-10:00,תרנגולת,4820203800018,6
06:00-10:00,כתף בקר,364261,2
06:00-10:00,קורנפלקס אלופים,112494351,2
06:00-10:00,שושנים,693493075640,3
06:00-10:00,קורנפלקס קרנצים,168173,3
06:00-10:00,חטיף גריל,8752244,1
06:00-10:00,סחלב,112497123,2
06:00-10:00,פרורית זהב 200,67544,3
06:00-10:00,בשר טחון,552989,2
06:00-10:00,סנדוויצון זוגות,197432,3
06:00-10:00,מטליות לחיטוי רצפות,108352276,1
06:00-10:00,עוגיות מרוקקאיות,12838026,1
06:00-10:00,אוראו,884912365217,1
06:00-10:00,כיף כיף ללא,115670868,1
06:00-10:00,עוגיות,2769347,1
